Action;Type;DoType;DoEntete;DE_No;DoDomaine;AR_Ref;Qte;Prix;Remise;Montant;Date
ajout_ligne;Artstock;;;3;;13003;32.000000;;;449280.000000;2019-04-10 07:30:42
ajout_ligne;Artstock;;;3;;13034;1.000000;;;25080.000000;2019-04-10 07:31:43
ajout_ligne;Artstock;;;3;;13034;.000000;;;.000000;2019-04-10 07:31:43
ajout_ligne;Artstock;;;2;;13034;.000000;;;.000000;2019-04-10 07:31:43
ajout_ligne;Artstock;;;2;;13034;1.000000;;;25080.000000;2019-04-10 07:31:43
ajout_ligne;;23;VDD000058;3;2;13034;1.000000;25080.000000;.000000;25080.000000;2019-04-10 07:31:43
ajout_ligne;;23;VDD000058;2;2;13034;1.000000;25080.000000;.000000;25080.000000;2019-04-10 07:31:44
suppresion;Artstock;;;3;;13003;32.000000;;;449280.000000;2019-04-10 07:31:54
suppresion;;23;VDD000058;3;2;13003;1.000000;14040.000000;;14040.000000;2019-04-10 07:31:54
suppresion;Artstock;;;2;;13003;2.000000;;;28080.000000;2019-04-10 07:31:54
suppresion;;23;VDD000058;2;2;13003;1.000000;14040.000000;;14040.000000;2019-04-10 07:31:54
suppresion;Artstock;;;3;;1309521;1.000000;;;15080.000000;2019-04-10 07:33:03
suppresion;;23;VDD000058;3;2;1309521;1.000000;15080.000000;;15080.000000;2019-04-10 07:33:03
suppresion;Artstock;;;3;;1309521;2.000000;;;30160.000000;2019-04-10 07:33:03
suppresion;Artstock;;;2;;1309521;2.000000;;;30160.000000;2019-04-10 07:33:03
suppresion;;23;VDD000058;2;2;1309521;1.000000;15080.000000;;15080.000000;2019-04-10 07:33:03
suppresion;Artstock;;;2;;1309521;1.000000;;;15080.000000;2019-04-10 07:33:03
ajout_ligne;Artstock;;;2;;13003;1.000000;;;14040.000000;2019-04-10 21:56:52
ajout_ligne;Vente;6;FRVB00019;2;0;13003;1.00;18000.00;;18000.00;2019-04-10 21:56:52
ajout_ligne;Artstock;;;2;;1300002;37.000000;;;1619359.950000;2019-04-10 21:59:49
ajout_ligne;Vente;6;FRVB00019;2;0;1300002;1.00;25000.00;;25000.00;2019-04-10 21:59:49
ajout_ligne;Artstock;;;2;;1000008;8.000000;;;24000.000000;2019-04-10 21:59:59
ajout_ligne;Vente;6;FRVB00019;2;0;1000008;1.00;3000.00;;3000.00;2019-04-10 21:59:59
ajout_ligne;Artstock;;;2;;1000008;8.000000;;;24000.000000;2019-04-10 22:00:17
ajout_ligne;Vente;6;FRVB00019;2;0;1000008;1.00;3000.00;;3000.00;2019-04-10 22:00:17
ajout_ligne;Artstock;;;2;;1000008;9.000000;;;21000.000000;2019-04-10 22:00:17
ajout_ligne;Artstock;;;2;;1000008;9.000000;;;21000.000000;2019-04-10 22:07:17
ajout_ligne;Vente;6;FRVB00019;2;0;1000008;-2.00;3000.00;;3000.00;2019-04-10 22:07:17
ajout_ligne;Artstock;;;2;;1000008;11.000000;;;25666.660000;2019-04-10 22:07:17
ajout_ligne;Artstock;;;2;;1000008;11.000000;;;25666.660000;2019-04-10 23:02:25
ajout_ligne;Vente;6;FRVB00019;2;0;1000008;2.00;3000.00;;3000.00;2019-04-10 23:02:26
ajout_ligne;Artstock;;;2;;1300002;37.000000;;;1619359.950000;2019-04-10 23:02:51
ajout_ligne;Vente;6;FRVB00019;2;0;1300002;1.00;25000.00;;25000.00;2019-04-10 23:02:51
ajout_ligne;Artstock;;;2;;1300002;37.000000;;;1619359.950000;2019-04-10 23:02:58
ajout_ligne;Vente;6;FRVB00019;2;0;1300002;1.00;25000.00;;25000.00;2019-04-10 23:02:58
ajout_ligne;Artstock;;;2;;1300002;37.000000;;;1619359.950000;2019-04-10 23:03:05
ajout_ligne;Vente;6;FRVB00019;2;0;1300002;1.00;25000.00;;25000.00;2019-04-10 23:03:05
ajout_ligne;Artstock;;;2;;1300002;37.000000;;;1619359.950000;2019-04-10 23:03:18
ajout_ligne;Vente;6;FRVB00019;2;0;1300002;1.00;25000.00;;25000.00;2019-04-10 23:03:18
ajout_ligne;Artstock;;;2;;1300002;36.000000;;;1575593.460000;2019-04-10 23:03:52
ajout_ligne;Vente;6;FRVB00019;2;0;1300002;1.00;25000.00;;25000.00;2019-04-10 23:03:52
ajout_ligne;Artstock;;;2;;1300002;36.000000;;;1575593.460000;2019-04-10 23:03:56
ajout_ligne;Vente;6;FRVB00019;2;0;1300002;1.00;25000.00;;25000.00;2019-04-10 23:03:56
ajout_ligne;Artstock;;;2;;1300002;36.000000;;;1575593.460000;2019-04-10 23:06:53
ajout_ligne;Vente;6;FRVB00019;2;0;1300002;1.00;25000.00;;25000.00;2019-04-10 23:06:53
suppression;Artstock;;;2;;1300002;35.000000;;;1531826.970000;2019-04-10 23:20:28
suppresion;Vente;6;FRVB00019;2;0;1300002;1.000000;24509.800000;;25000.000000;2019-04-10 23:20:28
suppression;Artstock;;;2;;1300002;36.000000;;;1575593.460000;2019-04-10 23:20:28
suppression;Artstock;;;2;;1300002;36.000000;;;1575593.460000;2019-04-10 23:20:31
suppresion;Vente;6;FRVB00019;2;0;1300002;1.000000;24509.800000;;25000.000000;2019-04-10 23:20:31
suppression;Artstock;;;2;;1300002;37.000000;;;1619359.950000;2019-04-10 23:20:31
suppression;Artstock;;;2;;1300002;37.000000;;;1619359.950000;2019-04-10 23:20:33
suppresion;Vente;6;FRVB00019;2;0;1300002;1.000000;24509.800000;;25000.000000;2019-04-10 23:20:33
suppression;Artstock;;;2;;1300002;38.000000;;;1663126.440000;2019-04-10 23:20:33
suppression;Artstock;;;2;;1300002;38.000000;;;1663126.440000;2019-04-10 23:20:36
suppresion;Vente;6;FRVB00019;2;0;1300002;1.000000;24509.800000;;25000.000000;2019-04-10 23:20:36
suppression;Artstock;;;2;;1300002;39.000000;;;1706892.930000;2019-04-10 23:20:36
suppression;Artstock;;;2;;1300002;39.000000;;;1706892.930000;2019-04-10 23:20:37
suppresion;Vente;6;FRVB00019;2;0;1300002;1.000000;24509.800000;;25000.000000;2019-04-10 23:20:37
suppression;Artstock;;;2;;1300002;40.000000;;;1750659.420000;2019-04-10 23:20:38
suppression;Artstock;;;2;;1000006;100.000000;;;6466666.620000;2019-04-10 23:30:23
suppresion;Vente;6;FRVB00019;2;0;1000006;2.000000;3100.000000;;6200.000000;2019-04-10 23:30:23
suppression;Artstock;;;2;;1000006;102.000000;;;6595999.950000;2019-04-10 23:30:23
suppression;Artstock;;;2;;1000008;11.000000;;;25666.660000;2019-04-10 23:30:26
suppresion;Vente;6;FRVB00019;2;0;1000008;1.000000;3000.000000;;3000.000000;2019-04-10 23:30:26
suppression;Artstock;;;2;;1000008;12.000000;;;28666.660000;2019-04-10 23:30:26
suppression;Artstock;;;2;;1000008;12.000000;;;28666.660000;2019-04-10 23:30:27
suppresion;Vente;6;FRVB00019;2;0;1000008;-2.000000;3000.000000;;-6000.000000;2019-04-10 23:30:27
suppression;Artstock;;;2;;1000008;10.000000;;;23999.990000;2019-04-10 23:30:28
suppression;Artstock;;;2;;1000008;10.000000;;;23999.990000;2019-04-10 23:30:31
suppresion;Vente;6;FRVB00019;2;0;1000008;2.000000;3000.000000;;6000.000000;2019-04-10 23:30:31
suppression;Artstock;;;2;;1000008;12.000000;;;28666.660000;2019-04-10 23:30:31
suppression;Artstock;;;2;;1300002;40.000000;;;1750659.420000;2019-04-10 23:30:32
suppresion;Vente;6;FRVB00019;2;0;1300002;1.000000;24509.800000;;25000.000000;2019-04-10 23:30:32
suppression;Artstock;;;2;;1300002;41.000000;;;1794425.910000;2019-04-10 23:30:32
suppression;Artstock;;;2;;1300002;41.000000;;;1794425.910000;2019-04-10 23:30:34
suppresion;Vente;6;FRVB00019;2;0;1300002;1.000000;24509.800000;;25000.000000;2019-04-10 23:30:34
suppression;Artstock;;;2;;1300002;42.000000;;;1838192.400000;2019-04-10 23:30:34
ajout_ligne;Artstock;;;2;;1000008;12.000000;;;28666.660000;2019-04-10 23:33:17
ajout_ligne;Vente;6;FRVB00019;2;0;1000008;-2.00;3000.00;;3000.00;2019-04-10 23:33:17
ajout_ligne;Artstock;;;2;;13003;1.000000;;;14040.000000;2019-04-10 23:34:01
ajout_ligne;Vente;6;FRVB00019;2;0;13003;-1.00;18000.00;;18000.00;2019-04-10 23:34:01
ajout_ligne;Artstock;;;2;;13003;2.000000;;;28080.000000;2019-04-10 23:34:01
suppression;Artstock;;;2;;13003;2.000000;;;28080.000000;2019-04-10 23:34:21
suppresion;Vente;6;FRVB00019;2;0;13003;-1.000000;17647.060000;;-18000.000000;2019-04-10 23:34:21
suppression;Artstock;;;2;;13003;1.000000;;;14040.000000;2019-04-10 23:34:21
ajout_ligne;Vente;6;FRVB00020;2;0;1000007;5.00;3000.00;;3000.00;2019-04-10 23:47:12
ajout_ligne;Artstock;;;2;;1000007;5.000000;;;15000.000000;2019-04-10 23:47:12
suppression;Artstock;;;2;;1000007;5.000000;;;15000.000000;2019-04-10 23:48:11
suppresion;Vente;6;FRVB00020;2;0;1000007;-5.000000;3000.000000;;-15000.000000;2019-04-10 23:48:11
suppression;Artstock;;;2;;1000007;5.000000;;;15000.000000;2019-04-10 23:48:31
suppresion;Vente;6;FRVB00020;2;0;1000007;-5.000000;3000.000000;;-15000.000000;2019-04-10 23:48:31
suppression;Artstock;;;2;;1000007;5.000000;;;15000.000000;2019-04-10 23:49:06
suppresion;Vente;6;FRVB00020;2;0;1000007;-5.000000;3000.000000;;-15000.000000;2019-04-10 23:49:06
ajout_ligne;Artstock;;;2;;1000007;5.000000;;;15000.000000;2019-04-10 23:53:53
ajout_ligne;Vente;6;FRVB00020;2;0;1000007;5.00;3000.00;;3000.00;2019-04-10 23:53:53
ajout_ligne;Artstock;;;2;;1000007;10.000000;;;30000.000000;2019-04-10 23:53:53
suppression;Artstock;;;2;;1000007;10.000000;;;30000.000000;2019-04-10 23:55:29
suppresion;Vente;6;FRVB00020;2;0;1000007;-5.000000;3000.000000;;-15000.000000;2019-04-10 23:55:29
ajout_ligne;Artstock;;;2;;1000007;10.000000;;;30000.000000;2019-04-10 23:56:57
ajout_ligne;Vente;6;FRVB00020;2;0;1000007;5.00;3000.00;;3000.00;2019-04-10 23:56:57
ajout_ligne;Artstock;;;2;;1000007;15.000000;;;45000.000000;2019-04-10 23:56:57
suppression;Artstock;;;2;;1000007;15.000000;;;45000.000000;2019-04-10 23:57:50
suppresion;Vente;6;FRVB00020;2;0;1000007;-5.000000;3000.000000;;-15000.000000;2019-04-10 23:57:50
suppression;Artstock;;;2;;1000007;10.000000;;;30000.000000;2019-04-10 23:57:50
ajout_ligne;Artstock;;;2;;1000007;10.000000;;;30000.000000;2019-04-10 23:59:21
ajout_ligne;Vente;6;FRVB00019;2;0;1000007;5.00;3000.00;;3000.00;2019-04-10 23:59:21
ajout_ligne;Artstock;;;2;;1000007;5.000000;;;15000.000000;2019-04-10 23:59:21
suppression;Artstock;;;2;;1000007;5.000000;;;15000.000000;2019-04-10 23:59:35
suppresion;Vente;6;FRVB00019;2;0;1000007;5.000000;3000.000000;;15000.000000;2019-04-10 23:59:35
suppression;Artstock;;;2;;1000007;10.000000;;;30000.000000;2019-04-10 23:59:35
ajout_ligne;Artstock;;;3;;13003;33.000000;;;463320.000000;2019-04-11 00:00:59
ajout_ligne;Artstock;;;3;;13003;32.000000;;;449280.000000;2019-04-11 00:00:59
ajout_ligne;Artstock;;;2;;13003;1.000000;;;14040.000000;2019-04-11 00:00:59
ajout_ligne;Artstock;;;2;;13003;2.000000;;;28080.000000;2019-04-11 00:00:59
ajout_ligne;;23;VDD000058;3;2;13003;1.000000;14040.000000;.000000;14040.000000;2019-04-11 00:01:00
ajout_ligne;;23;VDD000058;2;2;13003;1.000000;14040.000000;.000000;14040.000000;2019-04-11 00:01:00
ajout_ligne;Artstock;;;2;;1309521;1.000000;;;15080.000000;2019-04-13 00:52:34
ajout_ligne;Vente;6;FRVB00021;2;0;1309521;1.00;22000.00;;22000.00;2019-04-13 00:52:35
ajout_ligne;Artstock;;;2;;1309521;.000000;;;.000000;2019-04-13 00:52:35
ajout_ligne;Artstock;;;3;;13003;32.000000;;;449280.000000;2019-04-13 00:53:40
ajout_ligne;Vente;6;FRVM00003;3;0;13003;2.00;18000.00;;18000.00;2019-04-13 00:53:40
ajout_ligne;Artstock;;;3;;13003;30.000000;;;421200.000000;2019-04-13 00:53:40
ajout_ligne;Artstock;;;3;;13035;2.000000;;;50160.000000;2019-04-13 00:56:03
ajout_ligne;Vente;6;FRVM00004;3;0;13035;1.00;30000.00;;30000.00;2019-04-13 00:56:03
ajout_ligne;Artstock;;;3;;13035;1.000000;;;25080.000000;2019-04-13 00:56:04
ajout_ligne;Artstock;;;2;;1000005;29992.000000;;;164956000.000000;2019-04-13 01:02:00
ajout_ligne;Achat;16;FAB000098;2;1;1000005;2.00;1800.00;;1800.00;2019-04-13 01:02:00
ajout_ligne;Artstock;;;2;;1000005;29994.000000;;;164959600.000000;2019-04-13 01:02:00
ajout_ligne;Artstock;;;2;;1309523;6680.000000;;;1907905.920000;2019-04-22 08:39:18
ajout_ligne;Vente;6;FRVB00024;2;0;1309523;3.00;20000.00;;20000.00;2019-04-22 08:39:18
ajout_ligne;Artstock;;;2;;1309523;6677.000000;;;1907049.090000;2019-04-22 08:39:18
ajout_ligne;Artstock;;;2;;030910054;1.000000;;;1361.440000;2019-05-02 20:44:20
ajout_ligne;Artstock;;;2;;030910054;.000000;;;.000000;2019-05-02 20:44:20
ajout_ligne;Artstock;;;1;;030910054;.000000;;;.000000;2019-05-02 20:44:20
ajout_ligne;Artstock;;;1;;030910054;1.000000;;;1361.440000;2019-05-02 20:44:20
ajout_ligne;;23;MT0002472;2;2;030910054;1.000000;1361.440000;.000000;1361.000000;2019-05-02 20:44:21
ajout_ligne;;23;MT0002472;1;2;030910054;1.000000;1361.440000;.000000;1361.000000;2019-05-02 20:44:21
ajout_ligne;Artstock;;;2;;030910010;338.000000;;;342723.510000;2019-05-02 20:45:58
ajout_ligne;Artstock;;;2;;030910010;337.000000;;;341709.540000;2019-05-02 20:45:58
ajout_ligne;Artstock;;;1;;030910010;2450.000000;;;2484226.500000;2019-05-02 20:45:58
ajout_ligne;Artstock;;;1;;030910010;2451.000000;;;2485240.470000;2019-05-02 20:45:58
ajout_ligne;;23;MT0002472;2;2;030910010;1.000000;1013.970000;.000000;1014.000000;2019-05-02 20:45:58
ajout_ligne;;23;MT0002472;1;2;030910010;1.000000;1013.970000;.000000;1014.000000;2019-05-02 20:45:58
ajout_ligne;Artstock;;;2;;030910010;337.000000;;;341709.540000;2019-05-02 20:46:14
ajout_ligne;Artstock;;;2;;030910010;336.000000;;;340695.570000;2019-05-02 20:46:14
ajout_ligne;Artstock;;;1;;030910010;2451.000000;;;2485240.470000;2019-05-02 20:46:14
ajout_ligne;Artstock;;;1;;030910010;2452.000000;;;2486254.440000;2019-05-02 20:46:14
ajout_ligne;;23;MT0002472;2;2;030910010;1.000000;1013.970000;.000000;1014.000000;2019-05-02 20:46:14
ajout_ligne;;23;MT0002472;1;2;030910010;1.000000;1013.970000;.000000;1014.000000;2019-05-02 20:46:14
ajout_ligne;Artstock;;;2;;030910010;336.000000;;;340695.570000;2019-05-02 20:47:43
ajout_ligne;Artstock;;;2;;030910010;335.000000;;;339681.600000;2019-05-02 20:47:43
ajout_ligne;Artstock;;;1;;030910010;2452.000000;;;2486254.440000;2019-05-02 20:47:43
ajout_ligne;Artstock;;;1;;030910010;2453.000000;;;2487268.410000;2019-05-02 20:47:43
ajout_ligne;;23;MT0002472;2;2;030910010;1.000000;1013.970000;.000000;1014.000000;2019-05-02 20:47:44
ajout_ligne;;23;MT0002472;1;2;030910010;1.000000;1013.970000;.000000;1014.000000;2019-05-02 20:47:44
ajout_ligne;Artstock;;;2;;030910010;335.000000;;;339681.600000;2019-05-02 20:48:21
ajout_ligne;Artstock;;;2;;030910010;334.000000;;;338667.630000;2019-05-02 20:48:21
ajout_ligne;Artstock;;;1;;030910010;2453.000000;;;2487268.410000;2019-05-02 20:48:21
ajout_ligne;Artstock;;;1;;030910010;2454.000000;;;2488282.380000;2019-05-02 20:48:21
ajout_ligne;;23;MT0002472;2;2;030910010;1.000000;1013.970000;.000000;1014.000000;2019-05-02 20:48:21
ajout_ligne;;23;MT0002472;1;2;030910010;1.000000;1013.970000;.000000;1014.000000;2019-05-02 20:48:21
ajout_ligne;Artstock;;;2;;030910010;334.000000;;;338667.630000;2019-05-02 20:49:06
ajout_ligne;Artstock;;;2;;030910010;333.000000;;;337653.660000;2019-05-02 20:49:06
ajout_ligne;Artstock;;;1;;030910010;2454.000000;;;2488282.380000;2019-05-02 20:49:06
ajout_ligne;Artstock;;;1;;030910010;2455.000000;;;2489296.350000;2019-05-02 20:49:06
ajout_ligne;;23;MT0002472;2;2;030910010;1.000000;1013.970000;.000000;1014.000000;2019-05-02 20:49:07
ajout_ligne;;23;MT0002472;1;2;030910010;1.000000;1013.970000;.000000;1014.000000;2019-05-02 20:49:07
ajout_ligne;Artstock;;;2;;030910010;333.000000;;;337653.660000;2019-05-02 20:49:33
ajout_ligne;Artstock;;;2;;030910010;332.000000;;;336639.690000;2019-05-02 20:49:33
ajout_ligne;Artstock;;;1;;030910010;2455.000000;;;2489296.350000;2019-05-02 20:49:33
ajout_ligne;Artstock;;;1;;030910010;2456.000000;;;2490310.320000;2019-05-02 20:49:33
ajout_ligne;;23;MT0002472;2;2;030910010;1.000000;1013.970000;.000000;1014.000000;2019-05-02 20:49:33
ajout_ligne;;23;MT0002472;1;2;030910010;1.000000;1013.970000;.000000;1014.000000;2019-05-02 20:49:34
ajout_ligne;Artstock;;;3;;DX15116;200.000000;;;90173.300000;2019-05-02 23:59:41
ajout_ligne;Artstock;;;3;;DX15116;199.000000;;;89722.430000;2019-05-02 23:59:41
ajout_ligne;Artstock;;;1;;DX15116;1.000000;;;450.870000;2019-05-02 23:59:41
ajout_ligne;Artstock;;;3;;DX15116;199.000000;;;89722.430000;2019-05-02 23:59:56
ajout_ligne;Artstock;;;3;;DX15116;198.000000;;;89271.560000;2019-05-02 23:59:56
ajout_ligne;Artstock;;;1;;DX15116;1.000000;;;450.870000;2019-05-02 23:59:56
ajout_ligne;Artstock;;;1;;DX15116;.000000;;;.000000;2019-05-02 23:59:56
ajout_ligne;;23;MT0002473;3;2;DX15116;1.00;450.87;0;451;2019-05-03 00:02:06
ajout_ligne;Artstock;;;3;;DX15116;198.000000;;;89271.560000;2019-05-03 00:02:06
ajout_ligne;Artstock;;;3;;DX15116;197.000000;;;88820.690000;2019-05-03 00:02:06
ajout_ligne;;23;MT0002473;1;2;DX15116;1.00;450.87;0;451;2019-05-03 00:02:06
ajout_ligne;Artstock;;;1;;DX15116;.000000;;;.000000;2019-05-03 00:02:06
ajout_ligne;;23;MT0002473;3;2;DX15116;1.00;450.87;0;451;2019-05-03 00:03:04
ajout_ligne;Artstock;;;3;;DX15116;197.000000;;;88820.690000;2019-05-03 00:03:04
ajout_ligne;Artstock;;;3;;DX15116;196.000000;;;88369.820000;2019-05-03 00:03:04
ajout_ligne;;23;MT0002473;1;2;DX15116;1.00;450.87;0;451;2019-05-03 00:03:04
ajout_ligne;Artstock;;;1;;DX15116;.000000;;;.000000;2019-05-03 00:03:04
ajout_ligne;Artstock;;;1;;DX15116;-1.000000;;;.000000;2019-05-03 00:03:04
ajout_ligne;;23;MT0002474;3;2;120871;1.00;950;0;950;2019-05-03 00:43:56
ajout_ligne;Artstock;;;3;;120871;2.000000;;;1900.000000;2019-05-03 00:43:56
ajout_ligne;Artstock;;;3;;120871;3.000000;;;2850.000000;2019-05-03 00:43:56
ajout_ligne;;23;MT0002474;1;2;120871;1.00;950.00;0;950;2019-05-03 00:43:57
ajout_ligne;Artstock;;;1;;120871;1.000000;;;950.000000;2019-05-03 00:43:57
ajout_ligne;;23;MT0002474;3;2;120871;1.00;950;0;950;2019-05-03 00:45:06
ajout_ligne;Artstock;;;3;;120871;3.000000;;;2850.000000;2019-05-03 00:45:06
ajout_ligne;Artstock;;;3;;120871;2.000000;;;1900.000000;2019-05-03 00:45:06
ajout_ligne;;23;MT0002474;1;2;120871;1.00;950.00;0;950;2019-05-03 00:45:07
ajout_ligne;Artstock;;;1;;120871;1.000000;;;950.000000;2019-05-03 00:45:07
ajout_ligne;Artstock;;;1;;120871;2.000000;;;1900.000000;2019-05-03 00:45:07
ajout_ligne;;23;MT0002474;3;2;120871;1.00;950;0;950;2019-05-03 00:45:41
ajout_ligne;Artstock;;;3;;120871;2.000000;;;1900.000000;2019-05-03 00:45:41
ajout_ligne;Artstock;;;3;;120871;1.000000;;;950.000000;2019-05-03 00:45:41
ajout_ligne;;23;MT0002474;1;2;120871;1.00;950.00;0;950;2019-05-03 00:45:41
ajout_ligne;Artstock;;;1;;120871;2.000000;;;1900.000000;2019-05-03 00:45:41
ajout_ligne;Artstock;;;1;;120871;3.000000;;;2850.000000;2019-05-03 00:45:41
ajout_ligne;Artstock;;;4;;120871;16.000000;;;20528.000000;2019-05-31 11:22:53
ajout_ligne;Vente;6;FVA003369;4;0;120871;10.00;3038.00;;3038.00;2019-05-31 11:22:53
ajout_ligne;Artstock;;;4;;120871;6.000000;;;7698.000000;2019-05-31 11:22:55
ajout_ligne;Artstock;;;4;;120217;4.000000;;;4400.000000;2019-05-31 22:13:18
ajout_ligne;Vente;6;FVA003370;4;0;120217;4.00;2813.00;;2813.00;2019-05-31 22:13:18
ajout_ligne;Artstock;;;4;;120217;.000000;;;.000000;2019-05-31 22:13:20
ajout_ligne;Artstock;;;3;;120238;26.000000;;;12628.380000;2019-05-31 22:42:24
ajout_ligne;Vente;6;FVB003360;3;0;120238;3.00;750.53;;750.53;2019-05-31 22:42:24
ajout_ligne;Artstock;;;3;;120238;23.000000;;;11171.250000;2019-05-31 22:42:25
ajout_ligne;Artstock;;;4;;120238;19.000000;;;14258.930000;2019-05-31 23:39:37
ajout_ligne;Vente;6;FVA003372;4;0;120238;7.00;750.23;;750.23;2019-05-31 23:39:37
ajout_ligne;Artstock;;;4;;120238;12.000000;;;9005.640000;2019-05-31 23:39:38
ajout_ligne;Artstock;;;4;;120238;12.000000;;;9005.640000;2019-06-01 00:13:12
ajout_ligne;Vente;6;FVA003372;4;0;120238;3.00;257.79;;257.79;2019-06-01 00:13:12
ajout_ligne;Artstock;;;4;;120238;9.000000;;;6754.230000;2019-06-01 00:13:13
modif_ligne;Artstock;;;4;;120238;9.000000;;;6754.230000;2019-06-01 00:17:07
modif_ligne;Vente;6;FVA003372;4;0;120238;5.00;543.89;;543.89;2019-06-01 00:17:07
modif_ligne;Artstock;;;4;;120238;7.000000;;;5253.290000;2019-06-01 00:17:09
ajout_ligne;;23;MT0002065;3;2;120238;3.00;485.96;0;1457.88;2019-06-01 01:52:06
